Middle_Ages,Journal of Medieval History,Journal of Medieval History,Economic Modelling,History of European Ideas,Russian Literature
Middle_Ages,Journal of Medieval History,Journal of Medieval History,Economic Modelling,History of European Ideas,Russian Literature
Middle_Ages,Journal of Medieval History,Journal of Medieval History,Economic Modelling,History of European Ideas,Russian Literature
Neptune,Icarus,Icarus,Planetary and Space Science,Advances in Space Research,Advances in Space Research
Frédéric_Chopin,Progress in Brain Research,Progress in Brain Research,Educaci?n Qu?mica,Public Relations Review,Public Relations Review
Buddhism,Undetermined,International Encyclopedia of the Social & Behavioral Sciences,International Encyclopedia of the Social & Behavioral Sciences,Annals of Tourism Research,Evidence-Based Validation of Herbal Medicine
Muammar_Gaddafi,Orbis,Orbis,Communist and Post-Communist Studies,Communist and Post-Communist Studies,Communist and Post-Communist Studies
Athanasius_of_Alexandria,Journal of Medieval History,Journal of Medieval History,History of European Ideas,European Journal of Political Economy,Survey of Ophthalmology
Catalan_language,Lingua,Lingua,Marine Policy,Public Relations Review,Public Relations Review
Avicenna,International Journal of Cardiology,International Journal of Cardiology,Morphologie,Learning and Instruction,Learning and Instruction
Windows_8,Digital Investigation,Digital Investigation,The Journal of Academic Librarianship,Computer Law & Security Review,Computer Law & Security Review
Dialect,Language & Communication,Language & Communication,Communist and Post-Communist Studies,Russian Literature,Russian Literature
Post-punk,Undetermined,City  Culture and Society,Epilepsy & Behavior,Journal of Retailing and Consumer Services,Journal of Retailing and Consumer Services
Hunter-gatherer,Quaternary International,Quaternary International,Quaternary International,Journal of Archaeological Science,Land Use Policy
Modern_history,Communist and Post-Communist Studies,Communist and Post-Communist Studies,International Review of Law and Economics,Journal of Banking & Finance,Journal of Banking & Finance
Computer_security,Computers & Security,Computers & Security,Network Security,International Journal of Human-Computer Studies,Computer Standards & Interfaces
Police,International Journal of Law  Crime and Justice,International Journal of Law  Crime and Justice,Biometric Technology Today,Habitat International,Habitat International
Late_Middle_Ages,Journal of Medieval History,Journal of Medieval History,Journal of Medieval History,Microchemical Journal,Dendrochronologia
Cubism,Poetics,Poetics,New Scientist,New Scientist,New Scientist
Zhejiang,Habitat International,Habitat International,New Scientist,The Social Science Journal,Encyclopedia of the Anthropocene
Alfred_North_Whitehead,Progress in Biophysics and Molecular Biology,Progress in Biophysics and Molecular Biology,New Scientist,New Scientist,New Scientist
Religion_in_ancient_Rome,Journal of Medieval History,Journal of Medieval History,International Encyclopedia of the Social & Behavioral Sciences,Journal of Investigative Dermatology Symposium Proceedings,Journal of Investigative Dermatology Symposium Proceedings
Comics,The Journal of Academic Librarianship,The Journal of Academic Librarianship,The Journal of Academic Librarianship,Serials Review,Serials Review
Federalism,Communist and Post-Communist Studies,Communist and Post-Communist Studies,International Review of Law and Economics,Explorations in Economic History,Explorations in Economic History
Estonia,Journal of Historical Geography,Journal of Historical Geography,Teaching and Teacher Education,Land Use Policy,Land Use Policy
Qing_dynasty,Communist and Post-Communist Studies,Communist and Post-Communist Studies,Archaeological Research in Asia,Journal of Integrative Medicine,Orbis
Protestantism,Journal of Medieval History,Journal of Medieval History,The Social Science Journal,International Journal of Educational Development,International Journal of Educational Development
High-definition_television,Undetermined,Telematics and Informatics,Telematics and Informatics,Journal of Atmospheric and Solar-Terrestrial Physics,Journal of Atmospheric and Solar-Terrestrial Physics
House_music,Poetics,Poetics,The Electricity Journal,Business Horizons,Business Horizons
Annelid,Encyclopedia of Biodiversity,Encyclopedia of Biodiversity,Encyclopedia of Reproduction,Advances in Parasitology,Advances in Parasitology
Antarctica,Ecosystem Services,Ecosystem Services,New Scientist,Journal of Petroleum Science and Engineering,Journal of Petroleum Science and Engineering
Ottoman_Empire,Undetermined,Journal of Medieval History,Communist and Post-Communist Studies,Political Geography,Political Geography
YouTube,Information Economics and Policy,Information Economics and Policy,Information Economics and Policy,Computer Networks,Future Generation Computer Systems
Anthropology,International Encyclopedia of the Social & Behavioral Sciences,International Encyclopedia of the Social & Behavioral Sciences,Endeavour,Endeavour,Endeavour
Biodiversity,Biological Conservation,Biological Conservation,Ecological Complexity,Trends in Ecology & Evolution,Journal of African Earth Sciences
Uranium,Undetermined,Ore Geology Reviews,Communist and Post-Communist Studies,Annals of Nuclear Energy,Annals of Nuclear Energy
Mexico_City,Journal of Development Economics,Journal of Development Economics,Orbis,Frontiers of Architectural Research,Frontiers of Architectural Research
Literature,Russian Literature,Russian Literature,Russian Literature,International Encyclopedia of the Social & Behavioral Sciences,International Encyclopedia of the Social & Behavioral Sciences
Bermuda,Undetermined,Marine Policy,Orbis,Political Geography,Political Geography
Mandolin,Australasian Marketing Journal (AMJ),Australasian Marketing Journal (AMJ),Journal of Medieval History,Language & Communication,Language & Communication
Paper,Journal of Environmental Management,Journal of Environmental Management,Medical Hypotheses,Polymer Science: A Comprehensive Reference,Polymer Science: A Comprehensive Reference
Richard_Feynman,Studies in History and Philosophy of Science Part B: Studies in History and Philosophy of Modern Physics,Studies in History and Philosophy of Science Part B: Studies in History and Philosophy of Modern Physics,Nuclear Physics B,New Scientist,New Scientist
Han_dynasty,Journal of Medieval History,Journal of Medieval History,Archaeology  Ethnology and Anthropology of Eurasia,Journal of Marine and Island Cultures,Journal of Marine and Island Cultures
Antenna_(radio),Undetermined,AEU - International Journal of Electronics and Communications,Procedia Computer Science,Procedia Computer Science,Advances in Space Research
Greeks,Undetermined,New Scientist,New Scientist,Geoforum,International Journal of Hospitality Management
Roman_Republic,Journal of Medieval History,Journal of Medieval History,Encyclopedia of Archaeology,Encyclopedia of Archaeology,Encyclopedia of Archaeology
Dog,Undetermined,Journal of Anthropological Archaeology,Encyclopedia of Animal Behavior,Encyclopedia of Animal Behavior,Encyclopedia of Animal Behavior
Architecture,Studies in History and Philosophy of Science Part A,Studies in History and Philosophy of Science Part A,Studies in History and Philosophy of Science Part A,Language & Communication,Language & Communication
Sexual_orientation,Sexologies,Sexologies,Discourse  Context & Media,Land Use Policy,Land Use Policy
Multiracial_American,Undetermined,Social Science Research,New Scientist,Journal of Anthropological Archaeology,Journal of Anthropological Archaeology
Electric_motor,Control Engineering Practice,Control Engineering Practice,Procedia Engineering,Mechanical Systems and Signal Processing,Mechanical Systems and Signal Processing
Switzerland,Energy Policy,Energy Policy,Research in International Business and Finance,International Encyclopedia of the Social & Behavioral Sciences,International Encyclopedia of the Social & Behavioral Sciences
