Middle_Ages,Journal of Medieval History,Journal of Medieval History,Economic Modelling,Explorations in Economic History,Explorations in Economic History
Middle_Ages,Journal of Medieval History,Journal of Medieval History,Economic Modelling,Explorations in Economic History,Explorations in Economic History
Middle_Ages,Journal of Medieval History,Journal of Medieval History,Economic Modelling,Explorations in Economic History,Explorations in Economic History
Neptune,Icarus,Icarus,Planetary and Space Science,Chinese Astronomy and Astrophysics,Chinese Astronomy and Astrophysics
Frédéric_Chopin,Undetermined,Progress in Brain Research,Journal of Historical Geography,Public Relations Review,Public Relations Review
Buddhism,Religion,Religion,Research in International Business and Finance,International Journal of Disaster Risk Reduction,International Journal of Disaster Risk Reduction
Muammar_Gaddafi,Orbis,Orbis,Communist and Post-Communist Studies,World Development,World Development
Athanasius_of_Alexandria,Journal of Medieval History,Journal of Medieval History,History of European Ideas,European Journal of Political Economy,Survey of Ophthalmology
Catalan_language,Undetermined,Lingua,Marine Policy,Powder Technology,Powder Technology
Avicenna,Undetermined,World Neurosurgery,Morphologie,Morphologie,Learning and Instruction
Windows_8,Digital Investigation,Digital Investigation,The Journal of Academic Librarianship,Computers & Security,Computers & Security
Dialect,Language & Communication,Language & Communication,Communist and Post-Communist Studies,Communist and Post-Communist Studies,Communist and Post-Communist Studies
Post-punk,Geoforum,Geoforum,Epilepsy & Behavior,Russian Literature,Russian Literature
Hunter-gatherer,Quaternary International,Quaternary International,Quaternary International,Land Use Policy,Land Use Policy
Modern_history,Orbis,Orbis,International Review of Law and Economics,International Review of Law and Economics,International Review of Law and Economics
Computer_security,Computers & Security,Computers & Security,Network Security,Network Security,Network Security
Police,International Journal of Law  Crime and Justice,International Journal of Law  Crime and Justice,Biometric Technology Today,Annals of Tourism Research,Cities
Late_Middle_Ages,Journal of Medieval History,Journal of Medieval History,Vistas in Astronomy,History of European Ideas,History of European Ideas
Cubism,Poetics,Poetics,New Scientist,Microchemical Journal,Microchemical Journal
Zhejiang,Undetermined,Journal of Archaeological Science,New Scientist,The Social Science Journal,Pacific-Basin Finance Journal
Alfred_North_Whitehead,Progress in Biophysics and Molecular Biology,Progress in Biophysics and Molecular Biology,Advances in Applied Mathematics,European Management Journal,European Management Journal
Religion_in_ancient_Rome,Journal of Medieval History,Journal of Medieval History,International Encyclopedia of the Social & Behavioral Sciences,Journal of Investigative Dermatology Symposium Proceedings,Journal of Investigative Dermatology Symposium Proceedings
Comics,The Journal of Academic Librarianship,The Journal of Academic Librarianship,The Journal of Academic Librarianship,Serials Review,Serials Review
Federalism,Communist and Post-Communist Studies,Communist and Post-Communist Studies,International Review of Law and Economics,Explorations in Economic History,Explorations in Economic History
Estonia,Journal of Historical Geography,Journal of Historical Geography,Teaching and Teacher Education,Teaching and Teacher Education,Teaching and Teacher Education
Qing_dynasty,Communist and Post-Communist Studies,Communist and Post-Communist Studies,Archaeological Research in Asia,Journal of Integrative Medicine,Journal of Historical Geography
Protestantism,Journal of Medieval History,Journal of Medieval History,The Social Science Journal,Journal of Comparative Economics,Journal of Comparative Economics
High-definition_television,Telematics and Informatics,Telematics and Informatics,Telematics and Informatics,Journal of Atmospheric and Solar-Terrestrial Physics,Journal of Atmospheric and Solar-Terrestrial Physics
House_music,Poetics,Poetics,Business Horizons,Business Horizons,Business Horizons
Annelid,Undetermined,Encyclopedia of Biodiversity,Encyclopedia of Reproduction,Progress in Brain Research,Progress in Brain Research
Antarctica,Undetermined,Ecosystem Services,New Scientist,Journal of Petroleum Science and Engineering,Journal of Petroleum Science and Engineering
Ottoman_Empire,Journal of Historical Geography,Journal of Historical Geography,Communist and Post-Communist Studies,Communist and Post-Communist Studies,Political Geography
YouTube,Information Economics and Policy,Information Economics and Policy,Information Economics and Policy,Computers in Human Behavior,Computers in Human Behavior
Anthropology,Undetermined,International Encyclopedia of the Social & Behavioral Sciences,Endeavour,International Encyclopedia of the Social & Behavioral Sciences,International Encyclopedia of the Social & Behavioral Sciences
Biodiversity,Biological Conservation,Biological Conservation,Current Biology,Earth-Science Reviews,Earth-Science Reviews
Uranium,Undetermined,Ore Geology Reviews,Ore Geology Reviews,Ore Geology Reviews,Ore Geology Reviews
Mexico_City,Journal of Development Economics,Journal of Development Economics,Orbis,Journal of Historical Geography,Journal of Historical Geography
Literature,Undetermined,Russian Literature,Russian Literature,Computers and Composition,Poetics
Bermuda,Marine Policy,Marine Policy,Communist and Post-Communist Studies,Political Geography,Political Geography
Mandolin,Australasian Marketing Journal (AMJ),Australasian Marketing Journal (AMJ),Journal of Medieval History,Applied Acoustics,Applied Acoustics
Paper,Undetermined,Journal of Cleaner Production,Medical Hypotheses,Aquaculture,Aquaculture
Richard_Feynman,Studies in History and Philosophy of Science Part B: Studies in History and Philosophy of Modern Physics,Studies in History and Philosophy of Science Part B: Studies in History and Philosophy of Modern Physics,Nuclear Physics B,Chaos  Solitons & Fractals,Chaos  Solitons & Fractals
Han_dynasty,Journal of Medieval History,Journal of Medieval History,Archaeology  Ethnology and Anthropology of Eurasia,Archaeological Research in Asia,Archaeological Research in Asia
Antenna_(radio),AEU - International Journal of Electronics and Communications,AEU - International Journal of Electronics and Communications,Acta Astronautica,Advances in Space Research,Advances in Space Research
Greeks,Undetermined,New Scientist,New Scientist,New Scientist,Journal of Archaeological Science: Reports
Roman_Republic,Journal of Medieval History,Journal of Medieval History,Encyclopedia of Archaeology,Encyclopedia of Archaeology,Encyclopedia of Archaeology
Dog,Journal of Anthropological Archaeology,Journal of Anthropological Archaeology,Encyclopedia of Animal Behavior,Space Policy,Space Policy
Architecture,Undetermined,Studies in History and Philosophy of Science Part A,Journal of Archaeological Science: Reports,Journal of Archaeological Science: Reports,Explorations in Economic History
Sexual_orientation,Sexologies,Sexologies,Annals of Tourism Research,Sexologies,Sexologies
Multiracial_American,Social Science & Medicine,Social Science & Medicine,New Scientist,Journal of Anthropological Archaeology,Journal of Anthropological Archaeology
Electric_motor,Control Engineering Practice,Control Engineering Practice,Tribology International,Tribology International,Tribology International
Switzerland,Undetermined,International Encyclopedia of the Social & Behavioral Sciences,Research in International Business and Finance,International Encyclopedia of the Social & Behavioral Sciences,International Encyclopedia of the Social & Behavioral Sciences
