Middle_Ages,Journal of Medieval History,Journal of Medieval History,Journal of Medieval History,Journal of Medieval History,Journal of Medieval History
Middle_Ages,Journal of Medieval History,Journal of Medieval History,Journal of Medieval History,Journal of Medieval History,Journal of Medieval History
Middle_Ages,Journal of Medieval History,Journal of Medieval History,Journal of Medieval History,Journal of Medieval History,Journal of Medieval History
Neptune,Undetermined,Planetary and Space Science,Planetary and Space Science,Planetary and Space Science,Planetary and Space Science
Frédéric_Chopin,Poetics,Poetics,Public Relations Review,Public Relations Review,Public Relations Review
Buddhism,Undetermined,Encyclopedia of Applied Ethics,Encyclopedia of Applied Ethics,Encyclopedia of Applied Ethics,Encyclopedia of Applied Ethics
Muammar_Gaddafi,Undetermined,Communist and Post-Communist Studies,Communist and Post-Communist Studies,Communist and Post-Communist Studies,Communist and Post-Communist Studies
Athanasius_of_Alexandria,Undetermined,History of European Ideas,History of European Ideas,History of European Ideas,History of European Ideas
Catalan_language,Undetermined,Journal of Medieval History,Lingua,Journal of Medieval History,Journal of Medieval History
Avicenna,Undetermined,The American Journal of the Medical Sciences,The American Journal of the Medical Sciences,The American Journal of the Medical Sciences,The American Journal of the Medical Sciences
Windows_8,Digital Investigation,Digital Investigation,Finance Research Letters,Digital Investigation,Digital Investigation
Dialect,Undetermined,Language Sciences,Language Sciences,Language Sciences,Language Sciences
Post-punk,Epilepsy & Behavior,Epilepsy & Behavior,Epilepsy & Behavior,Epilepsy & Behavior,Epilepsy & Behavior
Hunter-gatherer,Quaternary International,Quaternary International,European Journal of Political Economy,Quaternary International,Quaternary International
Modern_history,Orbis,Orbis,Orbis,Orbis,Orbis
Computer_security,Undetermined,Energy Policy,Energy Policy,Energy Policy,Energy Policy
Police,Undetermined,Orbis,Orbis,Orbis,Orbis
Late_Middle_Ages,Journal of Medieval History,Journal of Medieval History,Computers & Mathematics with Applications,Journal of Medieval History,Journal of Medieval History
Cubism,Undetermined,New Scientist,New Scientist,New Scientist,New Scientist
Zhejiang,Regional Studies in Marine Science,Regional Studies in Marine Science,Energy Policy,Regional Studies in Marine Science,Regional Studies in Marine Science
Alfred_North_Whitehead,Undetermined,European Management Journal,European Management Journal,European Management Journal,European Management Journal
Religion_in_ancient_Rome,Undetermined,Journal of Historical Geography,International Encyclopedia of the Social & Behavioral Sciences,Toxicology in Antiquity,Journal of Historical Geography
Comics,The Journal of Academic Librarianship,The Journal of Academic Librarianship,Journal of Aging Studies,The Journal of Academic Librarianship,The Journal of Academic Librarianship
Federalism,Government Information Quarterly,Government Information Quarterly,Cities,Government Information Quarterly,Government Information Quarterly
Estonia,Undetermined,Teaching and Teacher Education,Teaching and Teacher Education,Teaching and Teacher Education,Teaching and Teacher Education
Qing_dynasty,Journal of Historical Geography,Journal of Historical Geography,Communist and Post-Communist Studies,Journal of Historical Geography,Journal of Historical Geography
Protestantism,International Encyclopedia of the Social & Behavioral Sciences,International Encyclopedia of the Social & Behavioral Sciences,International Encyclopedia of the Social & Behavioral Sciences,International Encyclopedia of the Social & Behavioral Sciences,International Encyclopedia of the Social & Behavioral Sciences
High-definition_television,Undetermined,Safety Science,Safety Science,Safety Science,Safety Science
House_music,Undetermined,Journal of Pragmatics,Journal of Pragmatics,Journal of Pragmatics,Journal of Pragmatics
Annelid,Encyclopedia of Biodiversity,Encyclopedia of Biodiversity,Tissue and Cell,Ecological Modelling,Ecological Modelling
Antarctica,Undetermined,New Scientist,New Scientist,New Scientist,New Scientist
Ottoman_Empire,Undetermined,Communist and Post-Communist Studies,Communist and Post-Communist Studies,Communist and Post-Communist Studies,Communist and Post-Communist Studies
YouTube,Undetermined,Information & Management,Information & Management,Information & Management,Information & Management
Anthropology,Undetermined,Endeavour,Endeavour,Endeavour,Endeavour
Biodiversity,Undetermined,Current Biology,Current Biology,Current Biology,Current Biology
