Frédéric_Chopin,Rangelands,[0.6249691]
Frédéric_Chopin,Annals of Anatomy - Anatomischer Anzeiger,[0.67841125]
Frédéric_Chopin,Progress in Brain Research,[0.6185704, 0.64216423, 0.63418895, 0.6613542, 0.6034435, 0.68328035, 0.6010188, 0.71961385, 0.5918121, 0.6637806, 0.6577106, 0.6836417, 0.6612537, 0.6808404, 0.7537271, 0.74771446, 0.62665856, 0.6357242, 0.777676, 0.6460985, 0.6253381, 0.59546876, 0.620685, 0.75483143, 0.6215852, 0.63692755, 0.59179556, 0.71905476, 0.71905476, 0.6474808, 0.737825, 0.7144692, 0.64194596, 0.5805242, 0.66184133, 0.6440655, 0.61937356, 0.64042926, 0.61452997, 0.64343715, 0.638813, 0.63999176, 0.5813572]
Frédéric_Chopin,Journal of Medieval History,[0.63021713, 0.66363513, 0.63007224, 0.66231203, 0.6626448, 0.65893316]
Frédéric_Chopin,Russian Literature,[0.6053598, 0.6146948, 0.7100568, 0.6178533, 0.7395462, 0.66457987, 0.64455616, 0.6506371, 0.6979364, 0.69101834, 0.66749746, 0.70953226, 0.64035714]
Frédéric_Chopin,Cities,[0.59625477, 0.74689335]
Frédéric_Chopin,Journal of Cardiac Failure,[0.65372574, 0.60804445, 0.6559481, 0.6736833, 0.6730906, 0.6226673, 0.59986997, 0.6221074, 0.7041525, 0.6293808]
Frédéric_Chopin,Food Chemistry,[0.70919305]
Frédéric_Chopin,Infectious Disease Clinics of North America,[0.64470476, 0.6265182, 0.66699135, 0.58743006, 0.59216547, 0.60796106, 0.64244425, 0.67280143, 0.66303957, 0.6344779, 0.67796075, 0.6477258, 0.7274662, 0.6097965, 0.6097965, 0.68415135, 0.71286136, 0.605018, 0.6265944]
Frédéric_Chopin,Encyclopedia of Creativity,[0.73199654, 0.6704794, 0.6851317, 0.6440233, 0.6551824, 0.81981903]
Frédéric_Chopin,The Journal of Emergency Medicine,[0.68395436]
Frédéric_Chopin,Geoforum,[0.63163626]
Frédéric_Chopin,Developments in Earth Surface Processes,[0.7371135]
Frédéric_Chopin,Future Generation Computer Systems,[0.5539609]
Frédéric_Chopin,Journal of Air Transport Management,[0.5897456, 0.6695124]
Frédéric_Chopin,Journal of Cereal Science,[0.5853171]
Frédéric_Chopin,The Journal of Hand Surgery,[0.66164005, 0.7087852, 0.65112853, 0.65112853]
Frédéric_Chopin,Endeavour,[0.68257314, 0.7586891, 0.6199246, 0.6360655, 0.7257099, 0.65660363, 0.7291179]
Frédéric_Chopin,Science of The Total Environment,[0.67699414]
Frédéric_Chopin,Aquaculture,[0.56137174, 0.54592216]
Frédéric_Chopin,International Journal of Surgery,[0.5687891]
Frédéric_Chopin,Trends in Pharmacological Sciences,[0.58177876]
Frédéric_Chopin,Biometric Technology Today,[0.6175497]
Frédéric_Chopin,Journal of Historical Geography,[0.7674581, 0.65011424]
Frédéric_Chopin,Social Science & Medicine,[0.5737226]
Frédéric_Chopin,Journal of Archaeological Science: Reports,[0.673119]
Frédéric_Chopin,Poetics,[0.5997447, 0.62716013, 0.5795013, 0.5932719, 0.66358143, 0.6797141, 0.58319545, 0.61949944, 0.5584255, 0.5899526, 0.584128, 0.63565236, 0.71769524, 0.60366154, 0.6184957]
Frédéric_Chopin,History of European Ideas,[0.65759575, 0.7063372]
Frédéric_Chopin,LAnthropologie,[0.6919849]
Frédéric_Chopin,IFAC-PapersOnLine,[0.72010547, 0.59926295, 0.59926295]
Frédéric_Chopin,Epilepsy & Behavior,[0.6169241, 0.6794542, 0.65776026]
Frédéric_Chopin,Educaci?n Qu?mica,[0.7898535]
Frédéric_Chopin,Journal of Hand Therapy,[0.65668267, 0.63074386]
Frédéric_Chopin,Encyclopedia of Toxicology,[0.63060963]
Frédéric_Chopin,Journal of Destination Marketing & Management,[0.5595262, 0.5877724]
Frédéric_Chopin,Phytochemistry,[0.5736282]
Frédéric_Chopin,International Encyclopedia of the Social & Behavioral Sciences,[0.7464251]
Frédéric_Chopin,Communist and Post-Communist Studies,[0.74568594]
Frédéric_Chopin,Economics & Human Biology,[0.62785006]
Frédéric_Chopin,Encyclopedia of Language & Linguistics,[0.78539747, 0.6971463]
Frédéric_Chopin,Annals of Tourism Research,[0.6575892, 0.61806774]
Frédéric_Chopin,Critical Perspectives on Accounting,[0.56580853]
Frédéric_Chopin,Travel Behaviour and Society,[0.7272816]
Frédéric_Chopin,Journal of Cleaner Production,[0.56597114]
Frédéric_Chopin,Ecological Economics,[0.72019345]
Frédéric_Chopin,Journal of Transport Geography,[0.64947474]
Frédéric_Chopin,Continental Shelf Research,[0.6020296]
Frédéric_Chopin,Journal of Consumer Psychology,[0.7039184]
Frédéric_Chopin,Vacuum,[0.72602767]
Frédéric_Chopin,Public Relations Review,[0.7390393, 0.7446262]
Frédéric_Chopin,The Leadership Quarterly,[0.691223]
Frédéric_Chopin,Thoracic Surgery Clinics,[0.6965862, 0.5835828]
Frédéric_Chopin,Tourism Management,[0.616929]
Frédéric_Chopin,Journal of Voice,[0.56687325]
Frédéric_Chopin,Cognitive Psychology,[0.61366314, 0.5934458, 0.5934458, 0.60283524]
Frédéric_Chopin,Accounting  Organizations and Society,[0.7065781]
Frédéric_Chopin,The American Journal of Emergency Medicine,[0.6534384]
Frédéric_Chopin,Journal of Anthropological Archaeology,[0.63520193]
Frédéric_Chopin,Political Geography,[0.69583774]
Frédéric_Chopin,Marine Environmental Research,[0.66805583]
Frédéric_Chopin,Measurement,[0.6408092]
Frédéric_Chopin,Trends in Cognitive Sciences,[0.6013938, 0.68528336]
Frédéric_Chopin,The Arts in Psychotherapy,[0.702013]
Frédéric_Chopin,European Journal of Operational Research,[0.73795795, 0.71966857]
Frédéric_Chopin,Injury,[0.6013061]
Frédéric_Chopin,Historia Mathematica,[0.67840993]
Frédéric_Chopin,Chaos  Solitons & Fractals,[0.61427367]
Frédéric_Chopin,Renewable Energy,[0.5603293]
Frédéric_Chopin,Biological Conservation,[0.5670745]
Frédéric_Chopin,Computers & Education,[0.5979745]
Frédéric_Chopin,AEU - International Journal of Electronics and Communications,[0.54551667]
Frédéric_Chopin,The Journal of Academic Librarianship,[0.65068144]
IPod,Poetics,[0.71578926, 0.7531901]
IPod,Physica A: Statistical Mechanics and its Applications,[0.68889785]
IPod,Accounting Forum,[0.6958701]
IPod,Technovation,[0.68866503, 0.6496577, 0.6854878]
IPod,European Journal of Operational Research,[0.64971125]
IPod,Digital Investigation,[0.7179681, 0.7520556]
IPod,Japan and the World Economy,[0.63729465]
IPod,Alternate Data Storage Forensics,[0.7564239, 0.73414505, 0.635375, 0.63225836]
IPod,Technological Forecasting and Social Change,[0.7005189]
IPod,Journal of Business Research,[0.6594648]
IPod,Geoforum,[0.6400628]
IPod,Business Horizons,[0.7324216, 0.6217325]
IPod,Information & Management,[0.63248247]
IPod,Computers & Security,[0.68001324]
IPod,Computer Law & Security Review,[0.76534253]
IPod,Critical Perspectives on Accounting,[0.6384954]
IPod,Electric Power Systems Research,[0.5916947]
IPod,International Journal of Production Economics,[0.7180545]
IPod,Telematics and Informatics,[0.6257956]
IPod,Entertainment Computing,[0.6844791]
IPod,The Journal of High Technology Management Research,[0.7024498]
IPod,Journal of Cleaner Production,[0.5347732]
IPod,Procedia Computer Science,[0.66439414]
IPod,Science of Computer Programming,[0.6023229]
IPod,Journal of Financial Economics,[0.69346774]
IPod,Journal of Power Sources,[0.61639774]
IPod,Food Quality and Preference,[0.5716327]
IPod,Tourism Management,[0.64982873]
The_Legend_of_Zelda:_Twilight_Princess,Information Processing & Management,[0.6897982]
The_Legend_of_Zelda:_Twilight_Princess,World Development,[0.5989628]
The_Legend_of_Zelda:_Twilight_Princess,Journal of Anthropological Archaeology,[0.6402359]
The_Legend_of_Zelda:_Twilight_Princess,Applied Energy,[0.62325704]
The_Legend_of_Zelda:_Twilight_Princess,Food Policy,[0.6824144]
The_Legend_of_Zelda:_Twilight_Princess,Political Geography,[0.7117592, 0.76292914]
The_Legend_of_Zelda:_Twilight_Princess,Journal of Retailing and Consumer Services,[0.7247733, 0.66892654]
The_Legend_of_Zelda:_Twilight_Princess,Energy Reports,[0.67205125]
The_Legend_of_Zelda:_Twilight_Princess,International Journal of Human-Computer Studies,[0.7333773]
The_Legend_of_Zelda:_Twilight_Princess,Geoforum,[0.68303484, 0.5915835]
The_Legend_of_Zelda:_Twilight_Princess,Computers in Human Behavior,[0.6204321]
The_Legend_of_Zelda:_Twilight_Princess,Annals of Tourism Research,[0.67310023]
The_Legend_of_Zelda:_Twilight_Princess,International Journal of Disaster Risk Reduction,[0.72273844]
The_Legend_of_Zelda:_Twilight_Princess,Child and Adolescent Psychiatric Clinics of North America,[0.7031395]
The_Legend_of_Zelda:_Twilight_Princess,Frontiers of Architectural Research,[0.6603042]
The_Legend_of_Zelda:_Twilight_Princess,Agriculture  Ecosystems & Environment,[0.6461464]
The_Legend_of_Zelda:_Twilight_Princess,Russian Literature,[0.7716013, 0.73934525]
The_Legend_of_Zelda:_Twilight_Princess,Studies in History and Philosophy of Science Part C: Studies in History and Philosophy of Biological and Biomedical Sciences,[0.6886733]
The_Legend_of_Zelda:_Twilight_Princess,Tourism Management,[0.62352747, 0.6175319]
The_Legend_of_Zelda:_Twilight_Princess,Molecular Phylogenetics and Evolution,[0.5322667]
The_Legend_of_Zelda:_Twilight_Princess,Building and Environment,[0.55110896]
The_Legend_of_Zelda:_Twilight_Princess,Games and Economic Behavior,[0.64237523]
The_Legend_of_Zelda:_Twilight_Princess,Trends in Ecology & Evolution,[0.71072567]
The_Legend_of_Zelda:_Twilight_Princess,Computer Law & Security Review,[0.63624114]
The_Legend_of_Zelda:_Twilight_Princess,Orbis,[0.6467625]
The_Legend_of_Zelda:_Twilight_Princess,Simulation Modelling Practice and Theory,[0.63980687]
The_Legend_of_Zelda:_Twilight_Princess,Procedia Computer Science,[0.6280434, 0.5706324]
The_Legend_of_Zelda:_Twilight_Princess,Neuroscience & Biobehavioral Reviews,[0.6534549]
The_Legend_of_Zelda:_Twilight_Princess,Electronic Notes in Theoretical Computer Science,[0.7596249]
The_Legend_of_Zelda:_Twilight_Princess,Neurologic Clinics,[0.6894975, 0.6387841]
The_Legend_of_Zelda:_Twilight_Princess,Physica A: Statistical Mechanics and its Applications,[0.6276139]
The_Legend_of_Zelda:_Twilight_Princess,European Management Journal,[0.60535085, 0.68819463]
The_Legend_of_Zelda:_Twilight_Princess,Encyclopedia of Creativity,[0.6890085]
The_Legend_of_Zelda:_Twilight_Princess,Linguistics and Education,[0.642285]
The_Legend_of_Zelda:_Twilight_Princess,Learning  Culture and Social Interaction,[0.72917473]
The_Legend_of_Zelda:_Twilight_Princess,Image and Vision Computing,[0.63714373]
The_Legend_of_Zelda:_Twilight_Princess,Optics Communications,[0.60107887]
The_Legend_of_Zelda:_Twilight_Princess,Rangelands,[0.64444786]
The_Legend_of_Zelda:_Twilight_Princess,Journal of Archaeological Science: Reports,[0.67010665]
