Frédéric_Chopin,Rangelands,0.6249691
Frédéric_Chopin,Annals of Anatomy - Anatomischer Anzeiger,0.67841125
Frédéric_Chopin,Progress in Brain Research,0.6553743537209302
Frédéric_Chopin,Journal of Medieval History,0.651302415
Frédéric_Chopin,Russian Literature,0.66566351
Frédéric_Chopin,Cities,0.67157406
Frédéric_Chopin,Journal of Cardiac Failure,0.6442670159999999
Frédéric_Chopin,Food Chemistry,0.70919305
Frédéric_Chopin,Infectious Disease Clinics of North America,0.6442055215789473
Frédéric_Chopin,Encyclopedia of Creativity,0.7011053949999999
Frédéric_Chopin,The Journal of Emergency Medicine,0.68395436
Frédéric_Chopin,Geoforum,0.63163626
Frédéric_Chopin,Developments in Earth Surface Processes,0.7371135
Frédéric_Chopin,Future Generation Computer Systems,0.5539609
Frédéric_Chopin,Journal of Air Transport Management,0.629629
Frédéric_Chopin,Journal of Cereal Science,0.5853171
Frédéric_Chopin,The Journal of Hand Surgery,0.6681705775
Frédéric_Chopin,Endeavour,0.6869548242857143
Frédéric_Chopin,Science of The Total Environment,0.67699414
Frédéric_Chopin,Aquaculture,0.5536469500000001
Frédéric_Chopin,International Journal of Surgery,0.5687891
Frédéric_Chopin,Trends in Pharmacological Sciences,0.58177876
Frédéric_Chopin,Biometric Technology Today,0.6175497
Frédéric_Chopin,Journal of Historical Geography,0.70878617
Frédéric_Chopin,Social Science & Medicine,0.5737226
Frédéric_Chopin,Journal of Archaeological Science: Reports,0.673119
Frédéric_Chopin,Poetics,0.6169119593333332
Frédéric_Chopin,History of European Ideas,0.6819664750000001
Frédéric_Chopin,LAnthropologie,0.6919849
Frédéric_Chopin,IFAC-PapersOnLine,0.63954379
Frédéric_Chopin,Epilepsy & Behavior,0.65137952
Frédéric_Chopin,Educaci?n Qu?mica,0.7898535
Frédéric_Chopin,Journal of Hand Therapy,0.643713265
Frédéric_Chopin,Encyclopedia of Toxicology,0.63060963
Frédéric_Chopin,Journal of Destination Marketing & Management,0.5736493
Frédéric_Chopin,Phytochemistry,0.5736282
Frédéric_Chopin,International Encyclopedia of the Social & Behavioral Sciences,0.7464251
Frédéric_Chopin,Communist and Post-Communist Studies,0.74568594
Frédéric_Chopin,Economics & Human Biology,0.62785006
Frédéric_Chopin,Encyclopedia of Language & Linguistics,0.741271885
Frédéric_Chopin,Annals of Tourism Research,0.63782847
Frédéric_Chopin,Critical Perspectives on Accounting,0.56580853
Frédéric_Chopin,Travel Behaviour and Society,0.7272816
Frédéric_Chopin,Journal of Cleaner Production,0.56597114
Frédéric_Chopin,Ecological Economics,0.72019345
Frédéric_Chopin,Journal of Transport Geography,0.64947474
Frédéric_Chopin,Continental Shelf Research,0.6020296
Frédéric_Chopin,Journal of Consumer Psychology,0.7039184
Frédéric_Chopin,Vacuum,0.72602767
Frédéric_Chopin,Public Relations Review,0.7418327499999999
Frédéric_Chopin,The Leadership Quarterly,0.691223
Frédéric_Chopin,Thoracic Surgery Clinics,0.6400845
Frédéric_Chopin,Tourism Management,0.616929
Frédéric_Chopin,Journal of Voice,0.56687325
Frédéric_Chopin,Cognitive Psychology,0.600847495
Frédéric_Chopin,Accounting  Organizations and Society,0.7065781
Frédéric_Chopin,The American Journal of Emergency Medicine,0.6534384
Frédéric_Chopin,Journal of Anthropological Archaeology,0.63520193
Frédéric_Chopin,Political Geography,0.69583774
Frédéric_Chopin,Marine Environmental Research,0.66805583
Frédéric_Chopin,Measurement,0.6408092
Frédéric_Chopin,Trends in Cognitive Sciences,0.64333858
Frédéric_Chopin,The Arts in Psychotherapy,0.702013
Frédéric_Chopin,European Journal of Operational Research,0.7288132599999999
Frédéric_Chopin,Injury,0.6013061
Frédéric_Chopin,Historia Mathematica,0.67840993
Frédéric_Chopin,Chaos  Solitons & Fractals,0.61427367
Frédéric_Chopin,Renewable Energy,0.5603293
Frédéric_Chopin,Biological Conservation,0.5670745
Frédéric_Chopin,Computers & Education,0.5979745
Frédéric_Chopin,AEU - International Journal of Electronics and Communications,0.54551667
Frédéric_Chopin,The Journal of Academic Librarianship,0.65068144
IPod,Poetics,0.73448968
IPod,Physica A: Statistical Mechanics and its Applications,0.68889785
IPod,Accounting Forum,0.6958701
IPod,Technovation,0.67460351
IPod,European Journal of Operational Research,0.64971125
IPod,Digital Investigation,0.73501185
IPod,Japan and the World Economy,0.63729465
IPod,Alternate Data Storage Forensics,0.6895505774999999
IPod,Technological Forecasting and Social Change,0.7005189
IPod,Journal of Business Research,0.6594648
IPod,Geoforum,0.6400628
IPod,Business Horizons,0.6770770500000001
IPod,Information & Management,0.63248247
IPod,Computers & Security,0.68001324
IPod,Computer Law & Security Review,0.76534253
IPod,Critical Perspectives on Accounting,0.6384954
IPod,Electric Power Systems Research,0.5916947
IPod,International Journal of Production Economics,0.7180545
IPod,Telematics and Informatics,0.6257956
IPod,Entertainment Computing,0.6844791
IPod,The Journal of High Technology Management Research,0.7024498
IPod,Journal of Cleaner Production,0.5347732
IPod,Procedia Computer Science,0.66439414
IPod,Science of Computer Programming,0.6023229
IPod,Journal of Financial Economics,0.69346774
IPod,Journal of Power Sources,0.61639774
IPod,Food Quality and Preference,0.5716327
IPod,Tourism Management,0.64982873
The_Legend_of_Zelda:_Twilight_Princess,Information Processing & Management,0.6897982
The_Legend_of_Zelda:_Twilight_Princess,World Development,0.5989628
The_Legend_of_Zelda:_Twilight_Princess,Journal of Anthropological Archaeology,0.6402359
The_Legend_of_Zelda:_Twilight_Princess,Applied Energy,0.62325704
The_Legend_of_Zelda:_Twilight_Princess,Food Policy,0.6824144
The_Legend_of_Zelda:_Twilight_Princess,Political Geography,0.7373441700000001
The_Legend_of_Zelda:_Twilight_Princess,Journal of Retailing and Consumer Services,0.69684992
The_Legend_of_Zelda:_Twilight_Princess,Energy Reports,0.67205125
The_Legend_of_Zelda:_Twilight_Princess,International Journal of Human-Computer Studies,0.7333773
The_Legend_of_Zelda:_Twilight_Princess,Geoforum,0.63730917
The_Legend_of_Zelda:_Twilight_Princess,Computers in Human Behavior,0.6204321
The_Legend_of_Zelda:_Twilight_Princess,Annals of Tourism Research,0.67310023
The_Legend_of_Zelda:_Twilight_Princess,International Journal of Disaster Risk Reduction,0.72273844
The_Legend_of_Zelda:_Twilight_Princess,Child and Adolescent Psychiatric Clinics of North America,0.7031395
The_Legend_of_Zelda:_Twilight_Princess,Frontiers of Architectural Research,0.6603042
The_Legend_of_Zelda:_Twilight_Princess,Agriculture  Ecosystems & Environment,0.6461464
The_Legend_of_Zelda:_Twilight_Princess,Russian Literature,0.7554732749999999
The_Legend_of_Zelda:_Twilight_Princess,Studies in History and Philosophy of Science Part C: Studies in History and Philosophy of Biological and Biomedical Sciences,0.6886733
The_Legend_of_Zelda:_Twilight_Princess,Tourism Management,0.6205296849999999
The_Legend_of_Zelda:_Twilight_Princess,Molecular Phylogenetics and Evolution,0.5322667
The_Legend_of_Zelda:_Twilight_Princess,Building and Environment,0.55110896
The_Legend_of_Zelda:_Twilight_Princess,Games and Economic Behavior,0.64237523
The_Legend_of_Zelda:_Twilight_Princess,Trends in Ecology & Evolution,0.71072567
The_Legend_of_Zelda:_Twilight_Princess,Computer Law & Security Review,0.63624114
The_Legend_of_Zelda:_Twilight_Princess,Orbis,0.6467625
The_Legend_of_Zelda:_Twilight_Princess,Simulation Modelling Practice and Theory,0.63980687
The_Legend_of_Zelda:_Twilight_Princess,Procedia Computer Science,0.5993379000000001
The_Legend_of_Zelda:_Twilight_Princess,Neuroscience & Biobehavioral Reviews,0.6534549
The_Legend_of_Zelda:_Twilight_Princess,Electronic Notes in Theoretical Computer Science,0.7596249
The_Legend_of_Zelda:_Twilight_Princess,Neurologic Clinics,0.6641408
The_Legend_of_Zelda:_Twilight_Princess,Physica A: Statistical Mechanics and its Applications,0.6276139
The_Legend_of_Zelda:_Twilight_Princess,European Management Journal,0.6467727400000001
The_Legend_of_Zelda:_Twilight_Princess,Encyclopedia of Creativity,0.6890085
The_Legend_of_Zelda:_Twilight_Princess,Linguistics and Education,0.642285
The_Legend_of_Zelda:_Twilight_Princess,Learning  Culture and Social Interaction,0.72917473
The_Legend_of_Zelda:_Twilight_Princess,Image and Vision Computing,0.63714373
The_Legend_of_Zelda:_Twilight_Princess,Optics Communications,0.60107887
The_Legend_of_Zelda:_Twilight_Princess,Rangelands,0.64444786
The_Legend_of_Zelda:_Twilight_Princess,Journal of Archaeological Science: Reports,0.67010665
The_Legend_of_Zelda:_Twilight_Princess,Finance Research Letters,0.5903864
The_Legend_of_Zelda:_Twilight_Princess,Analytical Biochemistry,0.6227889
The_Legend_of_Zelda:_Twilight_Princess,Experimental Neurology,0.5150554
The_Legend_of_Zelda:_Twilight_Princess,Methods in Enzymology,0.5646359
The_Legend_of_Zelda:_Twilight_Princess,Journal of Pragmatics,0.68655948
The_Legend_of_Zelda:_Twilight_Princess,Biochimie,0.5569887
The_Legend_of_Zelda:_Twilight_Princess,Expert Systems with Applications,0.584167385
The_Legend_of_Zelda:_Twilight_Princess,Current Opinion in Food Science,0.64399636
The_Legend_of_Zelda:_Twilight_Princess,The Electricity Journal,0.6149725
The_Legend_of_Zelda:_Twilight_Princess,Transportation Research Part B: Methodological,0.7144898
The_Legend_of_Zelda:_Twilight_Princess,Cell,0.53574705
The_Legend_of_Zelda:_Twilight_Princess,Renewable and Sustainable Energy Reviews,0.7102726
The_Legend_of_Zelda:_Twilight_Princess,Aerospace Science and Technology,0.6609545
The_Legend_of_Zelda:_Twilight_Princess,Technological Forecasting and Social Change,0.7342894
The_Legend_of_Zelda:_Twilight_Princess,Assessing Writing,0.73095125
The_Legend_of_Zelda:_Twilight_Princess,Computers and Composition,0.6866164
The_Legend_of_Zelda:_Twilight_Princess,Acta Astronautica,0.71138245
The_Legend_of_Zelda:_Twilight_Princess,Journal of Business Research,0.75675675
The_Legend_of_Zelda:_Twilight_Princess,Journal of Environmental Management,0.62948096
The_Legend_of_Zelda:_Twilight_Princess,American Journal of Obstetrics and Gynecology,0.59620476
The_Legend_of_Zelda:_Twilight_Princess,Safety Science,0.6336931
The_Legend_of_Zelda:_Twilight_Princess,Solid State Communications,0.6440637
The_Legend_of_Zelda:_Twilight_Princess,Data in Brief,0.5039505
The_Legend_of_Zelda:_Twilight_Princess,Digital Investigation,0.75528324
The_Legend_of_Zelda:_Twilight_Princess,Computers & Education,0.54511034
The_Legend_of_Zelda:_Twilight_Princess,Journal of Mathematical Economics,0.74028325
The_Legend_of_Zelda:_Twilight_Princess,Journal of Neuroscience Methods,0.5560847
The_Legend_of_Zelda:_Twilight_Princess,Mayo Clinic Proceedings,0.646271
The_Legend_of_Zelda:_Twilight_Princess,Language & Communication,0.6181012
Buddhism,International Journal of Hospitality Management,0.6746257
Buddhism,International Encyclopedia of the Social & Behavioral Sciences,0.7414296796969696
Buddhism,Religion,0.7179018802702702
Buddhism,New Ideas in Psychology,0.68044007
Buddhism,Archaeology  Ethnology and Anthropology of Eurasia,0.688715675
